horse_id,horse,trainer,trainer_id,owner,owner_id,sire,sire_id,dam,dam_id
hrs_33496911,Baby Chou (IRE),Andrew Kinirons,trn_338886,Andrew Kinirons,own_1177976,Sholokhov (IRE),sir_3839283,Angel Lopez (IRE),dam_22082130
hrs_39451258,Diamond Duke (IRE),M F Morris,trn_35019,Andy Mahon Kieran Evans,own_1362260,Diamond Boy (FR),sir_5181561,Damefirth (IRE),dam_6025166
hrs_24064236,Impero (IRE),Cian Collins,trn_355860,Angie Osullivan,own_1294740,Zoffany (IRE),sir_5292651,On A Pedestal (IRE),dam_6093318
hrs_28295120,Queen Jane (IRE),Henry De Bromhead,trn_11241,Angus Potterton,own_1253832,Mahler (GB),sir_4624179,And Whatever Else (IRE),dam_4834921
hrs_30016343,Soldat Flamboyant (IRE),Daniel G Murphy,trn_198630,Ankerwyke Syndicate,own_1285396,Soldier Of Fortune (IRE),sir_4624284,Blazing Belle (IRE),dam_5481700
hrs_21327523,Western Zara (IRE),Paul Nolan,trn_86823,Anna M Scanlon,own_1187628,Westerner (GB),sir_3927665,Flemerelle (IRE),dam_5917163
hrs_32567759,Club Manager (GB),Gavin Cromwell,trn_160524,Anna Mary Kehoecloud Eight Syndicate,own_1359892,Nathaniel (IRE),sir_5237701,Averami (GB),dam_4091066
hrs_37687370,Coulrophobia (IRE),N Stokes,trn_162126,Anna Stokes,own_1110500,Vendangeur (IRE),sir_4595990,Dominetta Vitali (IRE),dam_5498045
hrs_35513380,Marcus Furius (IRE),Paul Nolan,trn_86823,Anne Coffey Susan Spence,own_1349412,Centaurian (IRE),sir_8867264,Belle's Steel (IRE),dam_35513723
hrs_41191374,Rue Taylor (FR),Paul Nolan,trn_86823,Anne Coffey Susan Spence,own_1349412,Beaumec De Houelle (FR),sir_13423760,Gaelic Star (FR),dam_21866873
hrs_412672946,Small Doses (IRE),Paul Nolan,trn_86823,Anne Coffey Susan Spence,own_1349412,Westerner (GB),sir_3927665,Thegirlonthehill (IRE),dam_5789245
hrs_37932272,Tranquil Sea (IRE),Paul Nolan,trn_86823,Anne Coffey Susan Spence,own_1349412,Teofilo (IRE),sir_4546038,Finata (GB),dam_13543509
hrs_29327095,An Peann Dearg (IRE),Paul Nolan,trn_86823,Anne Coffeysusan Spencesonja Buckley,own_1346424,Well Chosen (GB),sir_3090514,Mooretown Vick (IRE),dam_29327361
hrs_37687412,Release The Beast (IRE),Paul Nolan,trn_86823,Anne Coffeysusan Spencesonja Buckley,own_1346424,Affinisea (IRE),sir_5784198,Miss Franklin (IRE),dam_5118232
hrs_37613569,How About No (FR),Joseph Patrick O'Brien,trn_289305,Annus Mirabilis Syndicate,own_944492,Galiway (GB),sir_5895316,Feriadargent (FR),dam_17645243
hrs_44232769,Turn And Finish (IRE),Joseph Patrick O'Brien,trn_289305,Annus Mirabilis Syndicate,own_944492,Wings Of Eagles (FR),sir_7340921,Trap Queen (IRE),dam_9123702
hrs_16652251,Romella (IRE),Brendan Maurice Walsh,trn_359820,Anthony Byrne,own_494268,Milan (GB),sir_3734157,The Keane Edge (IRE),dam_5938408
hrs_14059731,Cosmic Rock (IRE),Eoin Christopher McCarthy,trn_235116,Anthony Carey,own_452444,Arctic Cosmos (USA),sir_5206740,Rockholm Girl (IRE),dam_6220312
hrs_29593102,Chicago Storm (GB),Chris Timmons,trn_346959,Anthony Carey Martin W Walsh,own_1388376,Dabirsim (FR),sir_5535299,Hoh My Darling (GB),dam_4229596
hrs_46045356,Doctor Confusion (FR),Henry De Bromhead,trn_11241,Anthony Coughlan Heating Plumbing Ltd,own_1381368,Doctor Dino (FR),sir_4223408,Cantara (FR),dam_46045349
hrs_18739875,Cafe Con Leche (IRE),C Byrnes,trn_80190,Anthony David Bustin Paul Mc Kernan Aisling Mccarthy,own_1254316,Camacho (GB),sir_4216086,Cafe Lassere (USA),dam_5890906
hrs_14142345,Sand Castle (IRE),Adrian Murray,trn_171270,Anthony F Mcloughlin Adrian Murray,own_1102340,Morpheus (GB),sir_5753181,Regresa A Mi (IRE),dam_5225570
hrs_10043257,Gold Speed (IRE),Adrian Murray,trn_171270,Anthony F Mcloughlin Sean Coyne Conor Mcloughlin,own_1125900,Gold Well (GB),sir_4009047,Ornella Speed (FR),dam_4065642
hrs_24287844,Camino Mission (IRE),Seamus Fahey,trn_48186,Anthony Fenlon,own_794632,Ajaya (GB),sir_6233822,Carpet Lady (IRE),dam_3733457
hrs_27565951,Init Together (GB),Seamus Fahey,trn_48186,Anthony Fenlon,own_794632,Poet's Voice (GB),sir_5164208,Verge (IRE),dam_5493957
hrs_28824418,Coming Up Easy (IRE),Henry De Bromhead,trn_11241,Anthony Head,own_1242168,Califet (FR),sir_3769220,Quaspia (FR),dam_5020813
hrs_412652800,Molly Molone (IRE),Anthony McCann,trn_268344,Anthony Mccann,own_671328,Sans Frontieres (IRE),sir_4989285,Sliabh Donn (IRE),dam_6266141
hrs_43320732,Somerset Hill (IRE),P M J Doyle,trn_22185,Anthony Mcnamara,own_1059064,Champs Elysees (GB),sir_4532486,Popular Opinion (IRE),dam_6100402
hrs_35700007,Good Lad (IRE),John Joseph Hanlon,trn_169605,Anthony N Durkan B M Durkan,own_1326348,Affinisea (IRE),sir_5784198,Violets Gale (IRE),dam_6181042
hrs_34153567,Topgun Simmy (IRE),John Joseph Hanlon,trn_169605,Anthony N Durkan B M Durkan,own_1326348,Doyen (IRE),sir_3983700,Petuna (IRE),dam_6258056
hrs_33096777,Glady Max (IRE),James Joseph Mangan,trn_30699,Any Given Day Syndicate,own_1370848,Maxios (GB),sir_5369000,Glady Romana (GER),dam_5304887
hrs_412692945,Gather Yourself (IRE),Cian Collins,trn_355860,Ap Partnership,own_804364,Affinisea (IRE),sir_5784198,Godlylady (IRE),dam_6148779
hrs_30315740,Presenting Doyen (IRE),Cian Collins,trn_355860,Ap Partnership,own_804364,Doyen (IRE),sir_3983700,Be My Presenting (IRE),dam_24555286
hrs_40767209,Rocket Ruby (IRE),Cian Collins,trn_355860,Ap Partnership,own_804364,Pillar Coral (GB),sir_7976311,Accordion Glory (IRE),dam_40767202
hrs_35580727,There's No Limit (IRE),Cian Collins,trn_355860,Ap Partnership,own_804364,No Nay Never (USA),sir_5874547,Mixfeeling (IRE),dam_5176528
hrs_35446355,Fad Eadrainn (IRE),Patrick T Foley,trn_343980,Ardyk Ltd,own_1345552,Mustameet (USA),sir_4080405,Honeybrook (IRE),dam_4693633
hrs_34874574,Walk Away Harry (IRE),C Byrnes,trn_80190,Area Fiftyone Syndicate,own_1316680,Walk In The Park (IRE),sir_4218179,Calomeria (GB),dam_4098829
hrs_23094757,Benz (IRE),R K Watson,trn_15669,Around The Benz Partnership,own_1351060,Rock Of Gibraltar (IRE),sir_3814832,Sretaw (IRE),dam_5765606
hrs_29622152,Rolly Bowley Boy (IRE),Ciaran Murphy,trn_342693,Artan Gale Syndicate,own_852632,Carlotamix (FR),sir_4494112,Don't Be Bleu (IRE),dam_4718826
hrs_21686280,Makfils (FR),Peter Fahey,trn_206631,Ashford Syndicate,own_972760,Makfi (GB),sir_5266135,Masaola (FR),dam_5570579
hrs_15441566,Walhaan (IRE),Ciaran Murphy,trn_342693,Ask Dot Syndicate,own_1270552,Dark Angel (IRE),sir_4701529,Back In The Frame (GB),dam_5660781
hrs_28191107,Ask The Bookie (IRE),Gillian Scott,trn_315738,Ask The Bookie Syndicate,own_1249212,Ask (GB),sir_4538492,Thedoublede (IRE),dam_5141024
hrs_31368701,Leitzel (GB),Andrew McNamara,trn_285435,Athlumney Farms Ltd,own_1373512,Teofilo (IRE),sir_4546038,Trapeze (GB),dam_5677833
hrs_40880007,Ontheblind (IRE),John F O'Neill,trn_50139,Auction Fifteen Syndicate,own_1373528,Mootaharer (IRE),sir_6268346,Steel Glory (IRE),dam_5414934
hrs_34099562,Aultown Keppols (IRE),Peter Fahey,trn_206631,Aultowns Hopefuls Syndicate,own_1309004,Mount Nelson (GB),sir_4624228,Keppols Queen (IRE),dam_5993827
hrs_37576602,Better Choice (IRE),P J Rothwell,trn_122130,B Harnett S Bradshaw F Farrell P J Rothwell,own_1279088,Elzaam (AUS),sir_5272953,Instant Memories (IRE),dam_5720323
hrs_20777673,Banntown Girl (IRE),Stephen Gerard Carey,trn_341316,B Hutchinson,own_1258512,Stowaway (GB),sir_3188248,Rinnce Moll (IRE),dam_7677824
hrs_25579071,Easky Maid (IRE),Edward P Mitchell,trn_37377,B J Caffrey,own_72712,Kingston Hill (GB),sir_5917226,Carranduff (IRE),dam_3942792
hrs_24066686,Close Enough (IRE),B J Hallahan,trn_133794,B J Hallahan,own_333780,Yeats (IRE),sir_4086887,Ara Blend (IRE),dam_4182612
hrs_34874469,Champagne Mahler (IRE),Henry De Bromhead,trn_11241,B M Partnership,own_942068,Mahler (GB),sir_4624179,Chlolo Supreme (IRE),dam_4936687
hrs_34961360,Yeats Star (IRE),Gordon Elliott,trn_163305,B Mannion,own_251376,Yeats (IRE),sir_4086887,Vics Star (IRE),dam_5507985
hrs_29409548,Mister Twist (IRE),Philip Fenton,trn_146493,B Mannion,own_251376,Yeats (IRE),sir_4086887,Ollies Gal (IRE),dam_5313539
hrs_45855194,Dollymount (IRE),C W J Farrell,trn_125676,B Sheerin Adam R Potts,own_1399892,Vadamos (FR),sir_6028491,Princess Tara (IRE),dam_5941159
hrs_44450770,Hysuna (IRE),Richard Anthony Foley,trn_322875,B T Odriscoll,own_1393564,Lucky Speed (IRE),sir_5850733,Roli Flight (IRE),dam_17808987
hrs_40225346,Doyen Og (IRE),Adrian Sexton,trn_161604,Baby Doyen Syndicate,own_1368276,Doyen (IRE),sir_3983700,Pageos (IRE),dam_6262466
hrs_24845786,Dream In The Park (IRE),E McNamara,trn_96120,Bacchus Innsfalteringfullbackmanorplacej G Mcguinness,own_1398212,Walk In The Park (IRE),sir_4218179,Old Dreams (IRE),dam_5631353
hrs_31851477,Spanish John (IRE),P A Fahy,trn_62019,Ballinaboley Plant Hire Syndicate,own_1335280,Vendangeur (IRE),sir_4595990,Black Belt (IRE),dam_5382692
hrs_24372747,Bonnie Kellie (IRE),S Curling,trn_201789,Ballyclogher Partnership,own_1246204,Shantou (USA),sir_740670,Chic Milan (IRE),dam_24141502
hrs_41052557,Backonthegoagain (IRE),Colin Bowe,trn_201249,Ballylacey Rathduff Syndicate,own_1383228,Workforce (GB),sir_5198053,Derek's Choice (IRE),dam_41052858
hrs_32090660,Jewelinthesky (IRE),Eoin Christopher McCarthy,trn_235116,Ballylistull Syndicate,own_1287748,Ocovango (GB),sir_5603829,Gudnis Gracious Me (IRE),dam_4773111
hrs_28838278,Botanic Ridge (IRE),Arthur Goulding,trn_206298,Ballynatray Syndicate,own_1255280,Ocovango (GB),sir_5603829,Flowerpicker (IRE),dam_5810868
hrs_25716747,Morricone (IRE),Ray Hackett,trn_240948,Ballyvara Racing Syndicate,own_1273380,Shantou (USA),sir_740670,Dani Theatre (IRE),dam_6303325
hrs_27794088,The Electrical Kid (IRE),W P Mullins,trn_13275,Bambrick Familym Powerdavid Bambrick,own_1259648,Malinas (GER),sir_4209772,Maire Bhridin (IRE),dam_4978715
hrs_35337568,Bhean Saibhre (IRE),Aidan Anthony Howard,trn_161010,Bap Syndicate,own_1322188,Decorated Knight (GB),sir_5958869,Island Odyssey (GB),dam_4385689
hrs_29735650,Stormalong (IRE),David Kenneth Budds,trn_148131,Barbara Kirby Coleman E Coleman,own_1261636,September Storm (GER),sir_4485327,Howaboutthis (IRE),dam_4587583
hrs_29509907,Tilloughna (IRE),David Kenneth Budds,trn_148131,Barbara Kirby Coleman E Coleman,own_1261636,Soldier Of Fortune (IRE),sir_4624284,Rock Me Gently (GB),dam_5631017
hrs_16168019,Echoes In Rain (FR),W P Mullins,trn_13275,Barnane Stud,own_1065600,Authorized (IRE),sir_4645585,Amarantine (FR),dam_5727029
hrs_35107317,Karia Des Blaises (FR),W P Mullins,trn_13275,Barnane Stud Owen Heffer,own_1356232,Jeu St Eloi (FR),sir_6006707,Karmina Burana (FR),dam_4557658
hrs_40260577,Bondi Boy Blue (IRE),Ms Margaret Mullins,trn_141975,Barrow Vale Syndicate,own_349648,Hallowed Crown (AUS),sir_6009374,Tomyros (IRE),dam_5620853
hrs_32401677,Spinning Web (IRE),Ms Margaret Mullins,trn_141975,Barrow Vale Syndicate,own_349648,Fascinating Rock (IRE),sir_5928272,Just A Runaway (GB),dam_27053425
hrs_33149991,Avondale (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Gleneagles (IRE),sir_6014925,Tayara (GB),dam_11000990
hrs_20968101,Balkito (FR),Barry Connell,trn_338715,Barry Connell,own_96008,Balko (FR),sir_4168122,Spiritus Hit (GB),dam_5437348
hrs_22082095,Call The Tune (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Gold Well (GB),sir_4009047,Galshan (IRE),dam_18920349
hrs_39547900,Claude Du Val (FR),Barry Connell,trn_338715,Barry Connell,own_96008,Masked Marvel (GB),sir_5344241,Hygrove Welshlady (IRE),dam_5392492
hrs_20506563,Enniskerry (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Jeremy (USA),sir_4495463,Princess Gaia (IRE),dam_5282109
hrs_12420429,Espanito Bello (FR),Barry Connell,trn_338715,Barry Connell,own_96008,Turgeon (USA),sir_366520,Flower Flight (FR),dam_6275682
hrs_27877178,Farmers Lodge (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Presenting (GB),sir_676165,Clara Bel La (IRE),dam_5656133
hrs_35812357,Farrokh (FR),Barry Connell,trn_338715,Barry Connell,own_96008,Manatee (GB),sir_6020651,I Want It All (FR),dam_5474763
hrs_36192709,Fortuna Favente (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Soldier Of Fortune (IRE),sir_4624284,Sainte Baronne (FR),dam_5061539
hrs_31368631,Hashtag Pretender (FR),Barry Connell,trn_338715,Barry Connell,own_96008,Great Pretender (IRE),sir_3845786,Adriana Rochelaise (FR),dam_31368624
hrs_24555244,Hgranca De Thaix (FR),Barry Connell,trn_338715,Barry Connell,own_96008,Saddler Maker (IRE),sir_3660062,Kapica De Thaix (FR),dam_5363883
hrs_38217634,Lehaunstown (GB),Barry Connell,trn_338715,Barry Connell,own_96008,Sir Percy (GB),sir_4465013,Maria Di Scozia (GB),dam_4827872
hrs_33096490,Market House (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Tamayuz (GB),sir_4817246,Saree (GB),dam_4081378
hrs_30207947,Meet My Loreley (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Mustameet (USA),sir_4080405,Loreley (IRE),dam_9462411
hrs_41191297,Mortimer Duke (GB),Barry Connell,trn_338715,Barry Connell,own_96008,Nathaniel (IRE),sir_5237701,Light Fantastic (GB),dam_5972085
hrs_38433248,Mythical Vision (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Mount Nelson (GB),sir_4624228,Dreamers Daughter (IRE),dam_38433241
hrs_45445253,Native Sparkle (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Getaway (GER),sir_4602430,Bouillabaisse (IRE),dam_5218318
hrs_24494029,Nine Graces (GB),Barry Connell,trn_338715,Barry Connell,own_96008,Kapgarde (FR),sir_3993948,Doubly Guest (GB),dam_4591860
hrs_30344741,Shoot The Blues (GB),Barry Connell,trn_338715,Barry Connell,own_96008,Blue Bresil (FR),sir_4924724,Polly Doodle (GB),dam_5627867
hrs_28706825,Slane Hill (IRE),Barry Connell,trn_338715,Barry Connell,own_96008,Shantou (USA),sir_740670,Slaney Lady (IRE),dam_28706818
hrs_39450740,Supreme Ruler (FR),Barry Connell,trn_338715,Barry Connell,own_96008,Doctor Dino (FR),sir_4223408,Sovereign Lady (FR),dam_35992425
hrs_34140701,Tannery Park (GB),Barry Connell,trn_338715,Barry Connell,own_96008,Golden Horn (GB),sir_6057142,Lady Liberty (IRE),dam_5882156
hrs_3388847,City Limits (GB),J A Nash,trn_189837,Barry Davis,own_1263096,Nathaniel (IRE),sir_5237701,Wait It Out (USA),dam_4519508
hrs_39431735,Pondicherry (IRE),Peter McCreery,trn_29808,Barry Davis,own_1263096,No Nay Never (USA),sir_5874547,Sarita (GB),dam_6217862
hrs_46045363,Poetic Focus (IRE),Barry J Fitzgerald,trn_325476,Barry J Fitzgerald,own_1401152,Yeats (IRE),sir_4086887,Western Focus (IRE),dam_5809496
hrs_33859721,Workahead (IRE),Henry De Bromhead,trn_11241,Barry Maloney,own_642508,Workforce (GB),sir_5198053,Cluain Easa (IRE),dam_5592377
hrs_35686441,Pinky (IRE),Emmet Mullins,trn_278739,Barry Potts,own_389908,Policy Maker (IRE),sir_3897341,Ringroad (GB),dam_15772519
hrs_43983856,Positive Mindset (IRE),Leonard Paul Flynn,trn_317871,Barry Riordan,own_716240,Soldier Of Fortune (IRE),sir_4624284,Mini Shan (IRE),dam_5404315
hrs_13805918,Deramore Park (IRE),Barry T Murphy,trn_216648,Barry T Murphy,own_754696,Rajj (IRE),sir_4761463,Hyde Hall (GB),dam_3751839
hrs_20672701,Kushkame (IRE),Barry T Murphy,trn_216648,Barry T Murphy,own_754696,Sidestep (AUS),sir_5829649,Pearls Of Wisdom (GB),dam_4604033
hrs_36627451,Smiling Bess (IRE),Kevin Prendergast,trn_38682,Barrywhite Partnership,own_848388,Mount Nelson (GB),sir_4624228,Katie T (IRE),dam_5860351
hrs_19280709,Be My Hero (IRE),Gordon Elliott,trn_163305,Basement Syndicate,own_117844,Aizavoski (IRE),sir_5128872,Bonjour Bella (IRE),dam_5790358
hrs_36527918,Antrim Coast (IRE),Gavin Cromwell,trn_160524,Basil Holian,own_632340,Presenting (GB),sir_676165,Zuzka (IRE),dam_5664939
hrs_38433234,Next Stop Paris (IRE),Gavin Cromwell,trn_160524,Basil Holian,own_632340,Westerner (GB),sir_3927665,Accordingtoherself (IRE),dam_8084524
hrs_34874322,Pinot Gris (IRE),Gavin Cromwell,trn_160524,Basil Holian,own_632340,Mastercraftsman (IRE),sir_4870369,Zamira (IRE),dam_6239219
hrs_29816213,Toto Too (IRE),Gavin Cromwell,trn_160524,Basil Holian,own_632340,Ocovango (GB),sir_5603829,Shuil Sheeran (IRE),dam_5306868
hrs_20025607,Visionarian (IRE),Gavin Cromwell,trn_160524,Basil Holian,own_632340,Vision D'Etat (FR),sir_4905250,La Gree (FR),dam_5472054
hrs_34073571,Downmexicoway (IRE),Henry De Bromhead,trn_11241,Basil Holian,own_632340,Champs Elysees (GB),sir_4532486,On The Way Home (IRE),dam_5846624
hrs_37806538,Jasko Des Dames (FR),Henry De Bromhead,trn_11241,Basil Holian,own_632340,It's Gino (GER),sir_4848690,Saraska D'Airy (FR),dam_5325607
hrs_29409772,Lady Bresil (IRE),Henry De Bromhead,trn_11241,Basil Holian,own_632340,Blue Bresil (FR),sir_4924724,Ile En Crise (IRE),dam_29409898
hrs_38649667,Sky Lord (GB),Henry De Bromhead,trn_11241,Basil Holian,own_632340,Blue Bresil (FR),sir_4924724,Banjaxed Girl (GB),dam_5099801
hrs_34665540,Battle Roar (IRE),Ciaran Murphy,trn_342693,Battle Boys Syndicate,own_1322752,Let The Lion Roar (GB),sir_4009166,First Battle (IRE),dam_4159064
hrs_40076071,Alright George (IRE),P J Rothwell,trn_122130,Bbp Syndicate,own_1367088,Idaho (IRE),sir_6265854,Castletown Girl (GB),dam_5814774
hrs_13397706,Bois De Clamart (FR),Liz Doyle,trn_126675,Bd Partners Partnership,own_1045132,Khalkevi (IRE),sir_3932551,Bourbonnaise (FR),dam_4521664
hrs_30016336,Now Is The Hour (IRE),Gavin Cromwell,trn_160524,Bds Syndicate,own_1328196,Westerner (GB),sir_3927665,Keyaza (IRE),dam_5455954
hrs_40668971,African Lady (IRE),Gavin Cromwell,trn_160524,Bective Stud,own_1204404,Australia (GB),sir_5785444,Angelical (IRE),dam_7223454
hrs_28903721,Better Days Ahead (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Milan (GB),sir_3734157,Bonnie And Bright (IRE),dam_5134703
hrs_37110731,Casheldale Lad (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Raven's Pass (USA),sir_4779124,Owega Dale (IRE),dam_5600497
hrs_29523102,Firefox (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Walk In The Park (IRE),sir_4218179,Cuteasafox (IRE),dam_5450718
hrs_34457059,Golden Nugget (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Champs Elysees (GB),sir_4532486,Secret Oasis (GB),dam_5893524
hrs_37790116,Jigoro (FR),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Free Port Lux (GB),sir_5931107,Saora (FR),dam_11919019
hrs_38649590,Lazy Bones (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Champs Elysees (GB),sir_4532486,Because Of You (IRE),dam_5731684
hrs_39827060,Magic Boum (FR),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Buck's Boum (FR),sir_5010166,Victaline (FR),dam_16018331
hrs_33975382,Media Naranja (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Yeats (IRE),sir_4086887,Inch Native (IRE),dam_4723677
hrs_29622516,My Trump Card (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Shantou (USA),sir_740670,Screaming Witness (IRE),dam_4538387
hrs_22674827,Party Central (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Yeats (IRE),sir_4086887,Itsalark (IRE),dam_5286988
hrs_22514009,Riviere d'Etel (FR),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Martaline (GB),sir_3862593,Angesse (FR),dam_4828411
hrs_27428513,Sa Fureur (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Walk In The Park (IRE),sir_4218179,Ma Furie (FR),dam_4143230
hrs_34153560,The Yellow Clay (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Yeats (IRE),sir_4086887,Winning Indian (IRE),dam_4897865
hrs_18415481,Tullybeg (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Sholokhov (IRE),sir_3839283,Verney Roe (IRE),dam_12222826
hrs_29523263,Wingmen (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Kayf Tara (GB),sir_3297462,Raise You Five (IRE),dam_5189863
hrs_19333496,Zanahiyr (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Nathaniel (IRE),sir_5237701,Zariyna (IRE),dam_5582969
hrs_38173842,Zaynab (IRE),Gordon Elliott,trn_163305,Bective Stud,own_1204404,Phoenix Of Spain (IRE),sir_14576338,Zariyna (IRE),dam_5582969
hrs_30123030,Fever Dream (IRE),Christian Williams,trn_298674,Bedford Noel The Cant Say No,own_1342884,Sholokhov (IRE),sir_3839283,O What A Girl (IRE),dam_4890354
hrs_34361712,Mister Pink (IRE),W P Mullins,trn_13275,Beech Tree Stud Syndicate,own_1311412,Beat Hollow (GB),sir_3616242,Pink Hat (IRE),dam_5846638
hrs_35149009,Never Present (IRE),John C McConnell,trn_132759,Behind The Lens Syndicate,own_1222268,Mahler (GB),sir_4624179,Always Present (IRE),dam_4156488
hrs_35992572,San Guido (IRE),Henry De Bromhead,trn_11241,Ben Halsall,own_1188704,Mastercraftsman (IRE),sir_4870369,Danseuse De Reve (IRE),dam_5874876
hrs_6169303,Zanjabeel (GB),Stephanie Ocsko-Moore,trn_360873,Benjamin H Griswold,own_1300272,Aussie Rules (USA),sir_4476528,Grain Only (GB),dam_4651563
hrs_25759573,Essential Part (IRE),Adrian Sexton,trn_161604,Bernard Jackman,own_1376620,Elusive Pimpernel (USA),sir_5164180,Velvetina (IRE),dam_5709200
hrs_33274843,Mount Shenshan (IRE),Thomas Mullins,trn_146871,Bertram Salter,own_888176,Shantou (USA),sir_740670,Knockbounce View (IRE),dam_6073571
hrs_33975011,Solo Flight (IRE),John C McConnell,trn_132759,Best Of The Rest Syndicate,own_204480,Gleneagles (IRE),sir_6014925,Rhythm Queen (IRE),dam_4950092
hrs_25325398,Eco Pete (IRE),P J Rothwell,trn_122130,Better Days Syndicate,own_1220388,Leading Light (IRE),sir_5720169,Lady Daisy (IRE),dam_5186531
hrs_39191985,Crimlin Rose (IRE),Mark Michael McNiff,trn_176661,Big Five Ms Syndicate,own_1024360,Pour Moi (IRE),sir_5389447,Muy Bonita (IRE),dam_6330751
hrs_38433283,Flickering Ellie (IRE),Eoin Christopher McCarthy,trn_235116,Bigballsmallball Syndicate,own_1319124,Champs Elysees (GB),sir_4532486,Our Phylli Vera (IRE),dam_5540108
hrs_22805349,Gaelic Des Chastys (FR),E McNamara,trn_96120,Bill Hawkins,own_801160,Tiger Groom (GB),sir_3647602,Jack Line (FR),dam_3995698
hrs_44690254,Lockeen Gem (IRE),Thomas Gibney,trn_173538,Billy Sheill,own_1394344,Berkshire (IRE),sir_5859679,Milleners Gem (IRE),dam_8521709
hrs_22625610,Young Fitzy (IRE),Norman Lee,trn_235107,Bitter Sweet Syndicate,own_1223996,Mustameet (USA),sir_4080405,Missrepresenting (IRE),dam_4233915
hrs_20102096,Kilashee (IRE),John Patrick Ryan,trn_74304,Bitview Partnership,own_983652,Oscar (IRE),sir_3234945,Echo Queen (IRE),dam_5812289
